protein	scaffold	KO	AMG	KO name	KO evalue	KO score	KO v-score	Pfam	Pfam name	Pfam evalue	Pfam score	Pfam v-score	VOG	VOG name	VOG evalue	VOG score	VOG v-score
MP_ONT141___contig_1_fragment_14_1397	MP_ONT141___contig_1_fragment_14																
MP_ONT141___contig_1_fragment_14_1398	MP_ONT141___contig_1_fragment_14																
MP_ONT141___contig_1_fragment_14_1399	MP_ONT141___contig_1_fragment_14												VOG03001	REFSEQ hypothetical protein	9.1e-24	79.2	0.1
MP_ONT141___contig_1_fragment_14_1400	MP_ONT141___contig_1_fragment_14	K07465		K07465; putative RecB family exonuclease	6.5e-15	54.1	2.83	PF13479.6	AAA domain	2.4e-40	134.4	2.7	VOG00519	sp|O31907|YORG_BACSU SPBc2 prophage-derived uncharacterized protein YorG	1.9e-29	99.0	10.0
MP_ONT141___contig_1_fragment_14_1401	MP_ONT141___contig_1_fragment_14																
MP_ONT141___contig_1_fragment_14_1402	MP_ONT141___contig_1_fragment_14												VOG00399	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44	6.800000000000001e-18	60.6	10.0
MP_ONT141___contig_1_fragment_14_1403	MP_ONT141___contig_1_fragment_14	K14440		"SMARCAL1, HARP; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [EC:3.6.4.12]"	7.699999999999999e-35	119.2	2.79	PF00176.23	SNF2 family N-terminal domain	9.9e-15	50.0	1.61	VOG00523	sp|Q9T1Q7|VP41_BPAPS Putative protein p41	7.499999999999998e-73	241.8	10.0
MP_ONT141___contig_1_fragment_14_1404	MP_ONT141___contig_1_fragment_14																
MP_ONT141___contig_1_fragment_14_1405	MP_ONT141___contig_1_fragment_14																
MP_ONT141___contig_1_fragment_14_1406	MP_ONT141___contig_1_fragment_14																
MP_ONT141___contig_1_fragment_14_1407	MP_ONT141___contig_1_fragment_14																
MP_ONT141___contig_1_fragment_14_1408	MP_ONT141___contig_1_fragment_14																
MP_ONT141___contig_1_fragment_14_1409	MP_ONT141___contig_1_fragment_14																
MP_ONT141___contig_1_fragment_14_1410	MP_ONT141___contig_1_fragment_14																
MP_ONT141___contig_1_fragment_14_1411	MP_ONT141___contig_1_fragment_14												VOG02771	sp|P03034|RPC1_LAMBD Repressor protein cI	1.4000000000000003e-17	60.5	10.0
MP_ONT141___contig_1_fragment_14_1412	MP_ONT141___contig_1_fragment_14												VOG00361	sp|P10426|YIM2_BPPH1 Uncharacterized immunity region protein 2	1.4e-19	66.7	4.29
MP_ONT141___contig_1_fragment_14_1413	MP_ONT141___contig_1_fragment_14							PF07553.11	Host cell surface-exposed lipoprotein	5.4e-33	109.1	0.32	VOG03321	REFSEQ hypothetical protein	2e-36	121.5	0.81
MP_ONT141___contig_1_fragment_14_1414	MP_ONT141___contig_1_fragment_14	K14059		int; integrase	3.7e-51	173.4	7.0	PF00589.22	Phage integrase family	2.6e-31	104.7	9.33	VOG00041	sp|O10330|VLF1_NPVOP Very late expression factor 1	1.7999999999999997e-65	217.4	10.0
MP_QEQMy133751___contig_1_fragment_7_566	MP_QEQMy133751___contig_1_fragment_7	K02013		ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-]	3.4999999999999987e-103	344.9	0.03	PF00005.27	ABC transporter	1.9999999999999998e-32	108.6	0.13	VOG00385	sp|P03271|PKG1_ADE05 Packaging protein 1	3.6e-38	127.1	0.77
MP_QEQMy133751___contig_1_fragment_7_567	MP_QEQMy133751___contig_1_fragment_7	K09022		"ridA, tdcF, RIDA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]"	9.8e-51	172.1	0.02	PF01042.21	Endoribonuclease L-PSP	7.899999999999999e-39	128.4	0.02					
MP_QEQMy133751___contig_1_fragment_7_568	MP_QEQMy133751___contig_1_fragment_7																
MP_QEQMy133751___contig_1_fragment_7_569	MP_QEQMy133751___contig_1_fragment_7	K01356		lexA; repressor LexA [EC:3.4.21.88]	1.0000000000000001e-24	86.3	2.88	PF00717.23	Peptidase S24-like	2.7999999999999998e-12	42.5	1.35	VOG00459	REFSEQ putative CI-like transcriptional repressor	4.2e-28	94.3	0.49
MP_QEQMy133751___contig_1_fragment_7_570	MP_QEQMy133751___contig_1_fragment_7																
MP_QEQMy133751___contig_1_fragment_7_571	MP_QEQMy133751___contig_1_fragment_7																
MP_QEQMy133751___contig_1_fragment_7_572	MP_QEQMy133751___contig_1_fragment_7												VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA	4e-12	42.4	9.06
MP_QEQMy133751___contig_1_fragment_7_573	MP_QEQMy133751___contig_1_fragment_7	K22994	AMG	pelX; pectate disaccharide-lyase [EC:4.2.2.9]	2.9999999999999997e-87	292.7	0										
MP_QEQMy133751___contig_1_fragment_7_574	MP_QEQMy133751___contig_1_fragment_7	K22994	AMG	pelX; pectate disaccharide-lyase [EC:4.2.2.9]	9.699999999999996e-105	350.6	0	PF13229.6	Right handed beta helix region	4.8e-13	45.3	0.47					
MP_QEQMy133751___contig_1_fragment_7_575	MP_QEQMy133751___contig_1_fragment_7																
MP_QEQMy133751___contig_1_fragment_7_576	MP_QEQMy133751___contig_1_fragment_7																
MP_QEQMy133751___contig_1_fragment_7_577	MP_QEQMy133751___contig_1_fragment_7												VOG00743	sp|O48448|COMPL_BPSPP Tail completion protein gp17	3e-19	65.3	4.73
MP_QEQMy133751___contig_1_fragment_7_578	MP_QEQMy133751___contig_1_fragment_7							PF06199.11	Phage tail tube protein	2.5e-20	69.0	1.0	VOG00149	sp|A9CRB8|TAIL_BPMR1 Putative tail protein	1.4e-39	131.6	5.26
MP_QEQMy133751___contig_1_fragment_7_579	MP_QEQMy133751___contig_1_fragment_7							PF12363.8	"Phage tail assembly chaperone protein, TAC"	9.399999999999999e-39	128.3	1.0	VOG00446	REFSEQ hypothetical protein	4.0999999999999997e-23	78.1	3.96
MP_QEQMy133751___contig_1_fragment_7_580	MP_QEQMy133751___contig_1_fragment_7												VOG01394	REFSEQ hypothetical protein	1.7999999999999998e-35	118.3	2.22
MP_QEQMy133751___contig_1_fragment_7_581	MP_QEQMy133751___contig_1_fragment_7												VOG02632	REFSEQ gp14	2.7e-27	91.2	8.4
MP_QEQMy133751___contig_1_fragment_7_582	MP_QEQMy133751___contig_1_fragment_7							PF05709.11	Phage tail protein	2.6000000000000002e-20	68.9	3.63	VOG00097	sp|O48459|DIT_BPSPP Distal tail protein	3e-35	118.0	5.58
MP_QEQMy133751___contig_1_fragment_7_583	MP_QEQMy133751___contig_1_fragment_7							PF18013.1	Phage tail lysozyme	4.2e-19	65.0	1.0	VOG00824	REFSEQ putative antireceptor	9.899999999999997e-113	374.0	1.44
MP_QEQMy133751___contig_1_fragment_7_584	MP_QEQMy133751___contig_1_fragment_7												VOG21997	REFSEQ hypothetical protein	1.1e-11	40.3	0.18
MP_QEQMy133751___contig_1_fragment_7_585	MP_QEQMy133751___contig_1_fragment_7							PF10651.9	BppU N-terminal domain	7.9e-37	122.2	1.48	VOG13479	REFSEQ gp067	1.4000000000000002e-53	177.8	0.52
MP_QEQMy133751___contig_1_fragment_7_586	MP_QEQMy133751___contig_1_fragment_7																
MP_QEQMy133751___contig_1_fragment_7_587	MP_QEQMy133751___contig_1_fragment_7																
MP_QEQMy133751___contig_1_fragment_7_588	MP_QEQMy133751___contig_1_fragment_7																
MP_QEQMy133751___contig_1_fragment_7_589	MP_QEQMy133751___contig_1_fragment_7																
MP_QEQMy133751___contig_1_fragment_7_590	MP_QEQMy133751___contig_1_fragment_7																
MP_QEQMy133751___contig_1_fragment_7_591	MP_QEQMy133751___contig_1_fragment_7							PF16938.5	Putative phage holin Dp-1	1.9e-31	104.1	1.0	VOG01434	sp|O03978|HOLIN_BPDP1 Holin	6.7e-20	67.5	1.0
MP_QEQMy133751___contig_1_fragment_7_592	MP_QEQMy133751___contig_1_fragment_7							PF05382.13	Bacteriophage peptidoglycan hydrolase	1e-62	206.3	1.0	VOG02574	sp|O03979|ALYS_BPDP1 Lysin	3.3e-56	186.8	3.48
MP_QEQMy133751___contig_1_fragment_10_888	MP_QEQMy133751___contig_1_fragment_10	K02003		ABC.CD.A; putative ABC transport system ATP-binding protein	7.699999999999999e-76	254.7	0.01	PF00005.27	ABC transporter	3.5e-33	111.0	0.13	VOG00385	sp|P03271|PKG1_ADE05 Packaging protein 1	2.1e-36	121.2	0.77
MP_QEQMy133751___contig_1_fragment_10_889	MP_QEQMy133751___contig_1_fragment_10	K14059		int; integrase	1.3e-57	194.7	7.0	PF00589.22	Phage integrase family	7.799999999999999e-32	106.4	9.33	VOG00041	sp|O10330|VLF1_NPVOP Very late expression factor 1	8.099999999999999e-71	235.0	10.0
MP_QEQMy133751___contig_1_fragment_10_890	MP_QEQMy133751___contig_1_fragment_10	K22300		"dicA; HTH-type transcriptional regulator, cell division transcriptional repressor"	1.2e-16	59.8	2.08	PF01381.22	Helix-turn-helix	1.2999999999999999e-11	40.5	5.99	VOG02771	sp|P03034|RPC1_LAMBD Repressor protein cI	2.2e-12	43.5	10.0
MP_QEQMy133751___contig_1_fragment_10_891	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_892	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_893	MP_QEQMy133751___contig_1_fragment_10							PF09669.10	Phage regulatory protein Rha (Phage_pRha)	5.4e-29	96.6	1.83	VOG04616	sp|P21417|Y23K_BPP22 Uncharacterized 22.8 kDa protein in gp15-gp3 intergenic region	1.1000000000000001e-27	93.1	0.49
MP_QEQMy133751___contig_1_fragment_10_894	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_895	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_896	MP_QEQMy133751___contig_1_fragment_10	K01356		lexA; repressor LexA [EC:3.4.21.88]	1.1999999999999998e-23	82.8	2.88	PF12844.7	Helix-turn-helix domain	1.6e-13	46.5	0.4	VOG20253	REFSEQ hypothetical protein	5.3e-29	96.8	0.66
MP_QEQMy133751___contig_1_fragment_10_897	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_898	MP_QEQMy133751___contig_1_fragment_10	K07741		antB; anti-repressor protein	4.1e-21	75.0	2.25	PF02498.17	"BRO family, N-terminal domain"	2.3e-31	104.4	1.68	VOG10124	sp|O34449|YOQD_BACSU SPBc2 prophage-derived putative antirepressor protein YoqD	2.8e-41	137.8	7.43
MP_QEQMy133751___contig_1_fragment_10_899	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_900	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_901	MP_QEQMy133751___contig_1_fragment_10												VOG14084	REFSEQ hypothetical protein	1.9e-27	91.5	0.48
MP_QEQMy133751___contig_1_fragment_10_902	MP_QEQMy133751___contig_1_fragment_10	K07741		antB; anti-repressor protein	2.4999999999999998e-23	82.3	2.25	PF08346.12	AntA/AntB antirepressor	8.900000000000001e-14	47.9	0.31					
MP_QEQMy133751___contig_1_fragment_10_903	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_904	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_905	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_906	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_907	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_908	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_909	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_910	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_911	MP_QEQMy133751___contig_1_fragment_10							PF05565.11	Siphovirus Gp157	2.7000000000000004e-46	153.5	1.0	VOG11084	REFSEQ hypothetical protein	2.9e-47	156.4	3.79
MP_QEQMy133751___contig_1_fragment_10_912	MP_QEQMy133751___contig_1_fragment_10							PF04404.12	ERF superfamily	1.4e-32	108.7	2.54	VOG09746	sp|P04892|ERF_BPP22 Essential recombination function protein	2.6e-31	104.8	8.58
MP_QEQMy133751___contig_1_fragment_10_913	MP_QEQMy133751___contig_1_fragment_10							PF16784.5	Putative HNHc nuclease	1.2e-37	125.4	0.55	VOG00232	sp|P76162|YDFU_ECOLI Uncharacterized protein YdfU	2.6e-31	104.4	2.92
MP_QEQMy133751___contig_1_fragment_10_914	MP_QEQMy133751___contig_1_fragment_10							PF09681.10	N-terminal phage replisome organiser (Phage_rep_org_N)	2.7e-24	81.4	1.0	VOG21431	REFSEQ hypothetical protein	3.2e-34	114.1	2.25
MP_QEQMy133751___contig_1_fragment_10_915	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_916	MP_QEQMy133751___contig_1_fragment_10	K03111		ssb; single-strand DNA-binding protein	1.1e-43	149.2	4.34	PF00436.25	Single-strand binding protein family	6.799999999999999e-36	118.5	4.28	VOG00404	sp|P9WGD4|SSB_MYCTO Single-stranded DNA-binding protein	6e-50	165.2	10.0
MP_QEQMy133751___contig_1_fragment_10_917	MP_QEQMy133751___contig_1_fragment_10	K01160		rusA; crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]	1.1e-12	47.3	1.93	PF05866.11	Endodeoxyribonuclease RusA	1.4e-35	118.6	2.13	VOG00098	sp|Q9MCN8|RUSA_BPHK7 Crossover junction endodeoxyribonuclease rusA	7.1e-24	80.8	10.0
MP_QEQMy133751___contig_1_fragment_10_918	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_919	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_920	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_921	MP_QEQMy133751___contig_1_fragment_10												VOG00065	sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region	2.1e-31	104.3	7.1
MP_QEQMy133751___contig_1_fragment_10_922	MP_QEQMy133751___contig_1_fragment_10												VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA	6.6e-23	77.4	9.06
MP_QEQMy133751___contig_1_fragment_10_923	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_924	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_925	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_926	MP_QEQMy133751___contig_1_fragment_10	K07451		mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	2.6000000000000002e-12	45.6	0.95						VOG00962	REFSEQ hypothetical protein	1.2e-21	73.2	1.79
MP_QEQMy133751___contig_1_fragment_10_927	MP_QEQMy133751___contig_1_fragment_10							PF05119.12	"Phage terminase, small subunit"	8.800000000000001e-20	67.0	1.58	VOG00687	REFSEQ terminase small subunit	1.3e-26	89.2	8.56
MP_QEQMy133751___contig_1_fragment_10_928	MP_QEQMy133751___contig_1_fragment_10												VOG04497	REFSEQ putative terminase small subunit	1.3e-33	112.4	1.93
MP_QEQMy133751___contig_1_fragment_10_929	MP_QEQMy133751___contig_1_fragment_10							PF03354.15	Phage Terminase	2.1e-38	128.0	2.87	VOG09810	"sp|P17312|TERL_BPT4 Terminase, large subunit"	5.1e-21	71.7	10.0
MP_QEQMy133751___contig_1_fragment_10_930	MP_QEQMy133751___contig_1_fragment_10							PF04860.12	Phage portal protein	5.400000000000001e-46	153.2	4.78	VOG00236	sp|Q4Z9G3|PORTL_BPTWO Probable portal protein	1.6e-34	115.8	10.0
MP_QEQMy133751___contig_1_fragment_10_931	MP_QEQMy133751___contig_1_fragment_10	K06904		K06904; uncharacterized protein	9.999999999999999e-48	161.9	2.41	PF04586.17	Caudovirus prohead serine protease	4e-48	159.6	1.83	VOG03165	sp|Q6QGD7|PRO_BPT5 Prohead protease	1e-36	122.7	10.0
MP_QEQMy133751___contig_1_fragment_10_932	MP_QEQMy133751___contig_1_fragment_10							PF05065.13	Phage capsid family	2.4e-24	82.1	5.12	VOG13487	REFSEQ major capsid L	1.4e-89	297.1	1.98
MP_QEQMy133751___contig_1_fragment_10_933	MP_QEQMy133751___contig_1_fragment_10							PF05135.13	Phage gp6-like head-tail connector protein	2.0000000000000002e-11	40.3	1.0	VOG00181	REFSEQ hypothetical protein	2.3e-14	49.2	7.11
MP_QEQMy133751___contig_1_fragment_10_934	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_935	MP_QEQMy133751___contig_1_fragment_10												VOG03575	REFSEQ hypothetical protein	7.6e-23	77.0	1.72
MP_QEQMy133751___contig_1_fragment_10_936	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_937	MP_QEQMy133751___contig_1_fragment_10							PF04630.12	Phage tail tube protein	1.3999999999999998e-20	69.5	1.0	VOG01397	REFSEQ major tail protein	2.9999999999999996e-28	94.7	6.53
MP_QEQMy133751___contig_1_fragment_10_938	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_939	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_940	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_941	MP_QEQMy133751___contig_1_fragment_10												VOG21220	REFSEQ phage tape measure protein	4.7e-68	226.0	0.47
MP_QEQMy133751___contig_1_fragment_10_942	MP_QEQMy133751___contig_1_fragment_10												VOG04056	REFSEQ hypothetical protein	2.899999999999999e-66	219.9	0.58
MP_QEQMy133751___contig_1_fragment_10_943	MP_QEQMy133751___contig_1_fragment_10							PF05709.11	Phage tail protein	3.9999999999999995e-31	104.3	3.63	VOG01075	REFSEQ hypothetical protein	1.4999999999999997e-36	121.8	2.99
MP_QEQMy133751___contig_1_fragment_10_944	MP_QEQMy133751___contig_1_fragment_10							PF06605.11	Prophage endopeptidase tail	2.3999999999999998e-43	144.5	4.15	VOG00452	REFSEQ hypothetical protein	5.799999999999999e-29	97.3	1.98
MP_QEQMy133751___contig_1_fragment_10_945	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_946	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_947	MP_QEQMy133751___contig_1_fragment_10							PF10651.9	BppU N-terminal domain	2.7e-35	117.2	1.48	VOG18935	REFSEQ hypothetical protein	1.6999999999999999e-35	118.6	0.23
MP_QEQMy133751___contig_1_fragment_10_948	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_949	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_950	MP_QEQMy133751___contig_1_fragment_10							PF09693.10	Phage uncharacterised protein (Phage_XkdX)	2.4e-17	58.7	1.0	VOG00146	sp|O31968|YOMP_BACSU SPBc2 prophage-derived uncharacterized protein YomP	3.8e-17	57.6	3.45
MP_QEQMy133751___contig_1_fragment_10_951	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_952	MP_QEQMy133751___contig_1_fragment_10							PF16938.5	Putative phage holin Dp-1	1.1000000000000001e-30	101.7	1.0	VOG01434	sp|O03978|HOLIN_BPDP1 Holin	3.3e-19	65.3	1.0
MP_QEQMy133751___contig_1_fragment_10_953	MP_QEQMy133751___contig_1_fragment_10	K07273		acm; lysozyme	2.9999999999999998e-55	186.7	1.23	PF16775.5	Target recognition domain of lytic exoenzyme	6.599999999999999e-48	157.3	0.44	VOG23273	REFSEQ endolysin	3.6000000000000003e-28	94.1	1.07
MP_QEQMy133751___contig_1_fragment_10_954	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_955	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_956	MP_QEQMy133751___contig_1_fragment_10																
MP_QEQMy133751___contig_1_fragment_10_957	MP_QEQMy133751___contig_1_fragment_10							PF10097.9	Predicted membrane protein (DUF2335)	1.3e-14	49.9	0.02	VOG17718	REFSEQ hypothetical protein	1.3e-13	47.0	0.19
MP_QEQMy133751___contig_1_fragment_10_958	MP_QEQMy133751___contig_1_fragment_10												VOG14094	sp|A0A0H3CCP8|SOCA_CAUVN Antitoxin SocA	2e-14	49.6	1.24
MP_AB35___contig_1_fragment_3_288	MP_AB35___contig_1_fragment_3	K14059		int; integrase	3.7e-51	173.4	7.0	PF00589.22	Phage integrase family	2.6e-31	104.7	9.33	VOG00041	sp|O10330|VLF1_NPVOP Very late expression factor 1	1.7999999999999997e-65	217.4	10.0
MP_AB35___contig_1_fragment_3_289	MP_AB35___contig_1_fragment_3							PF07553.11	Host cell surface-exposed lipoprotein	5.4e-33	109.1	0.32	VOG03321	REFSEQ hypothetical protein	2e-36	121.5	0.81
MP_AB35___contig_1_fragment_3_290	MP_AB35___contig_1_fragment_3												VOG00361	sp|P10426|YIM2_BPPH1 Uncharacterized immunity region protein 2	1.4e-19	66.7	4.29
MP_AB35___contig_1_fragment_3_291	MP_AB35___contig_1_fragment_3												VOG02771	sp|P03034|RPC1_LAMBD Repressor protein cI	1.4000000000000003e-17	60.5	10.0
MP_AB35___contig_1_fragment_3_292	MP_AB35___contig_1_fragment_3																
MP_AB35___contig_1_fragment_3_293	MP_AB35___contig_1_fragment_3																
MP_AB35___contig_1_fragment_3_294	MP_AB35___contig_1_fragment_3																
MP_AB35___contig_1_fragment_3_295	MP_AB35___contig_1_fragment_3																
MP_AB35___contig_1_fragment_3_296	MP_AB35___contig_1_fragment_3																
MP_AB35___contig_1_fragment_3_297	MP_AB35___contig_1_fragment_3																
MP_AB35___contig_1_fragment_3_298	MP_AB35___contig_1_fragment_3																
MP_AB35___contig_1_fragment_3_299	MP_AB35___contig_1_fragment_3	K14440		"SMARCAL1, HARP; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [EC:3.6.4.12]"	7.699999999999999e-35	119.2	2.79	PF00176.23	SNF2 family N-terminal domain	9.9e-15	50.0	1.61	VOG00523	sp|Q9T1Q7|VP41_BPAPS Putative protein p41	7.499999999999998e-73	241.8	10.0
