genome_id,Annotated,Proteins,Reference,Size (Kb),component (0.3),component size (0.3),Realm Reference (0.3),Realm Predictions (0.3),network (0.3),component (0.4),component size (0.4),Realm Reference (0.4),Realm Predictions (0.4),network (0.4),component (0.5),component size (0.5),Realm Reference (0.5),Realm Predictions (0.5),network (0.5),component (0.6),component size (0.6),Realm Reference (0.6),Realm Predictions (0.6),network (0.6),component (0.7),component size (0.7),Realm Reference (0.7),Realm Predictions (0.7),network (0.7),realm (prediction),realm (support),order (component),family (component),genus (component),subfamily (component)
NC_048068.1,,103,True,61.703,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,325,4.0,Duplodnaviria,Duplodnaviria,,526,3.0,Duplodnaviria,Duplodnaviria,,704,3.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,10.0,68.0,2,1
NC_048069.1,,60,True,44.609,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,298,8.0,Duplodnaviria,Duplodnaviria,,534,7.0,Duplodnaviria,Duplodnaviria,,719,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,52.0,1,1
NC_048070.1,,59,True,41.394,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,298,8.0,Duplodnaviria,Duplodnaviria,,534,7.0,Duplodnaviria,Duplodnaviria,,720,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,53.0,0,3
NC_048071.1,,83,True,40.06,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,2,1
NC_048072.1,,55,True,40.725,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,14,17.0,Duplodnaviria,Duplodnaviria,,76,15.0,Duplodnaviria,Duplodnaviria,,110,15.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,14.0,81.0,2,1
NC_048073.1,,93,True,68.472,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,118,48.0,Duplodnaviria,Duplodnaviria,,192,48.0,Duplodnaviria,Duplodnaviria,,530,5.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,45.0,238.0,1,1
NC_048074.1,,163,True,103.628,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,249,5.0,Duplodnaviria,Duplodnaviria,,400,5.0,Duplodnaviria,Duplodnaviria,,533,5.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,43.0,224.0,1,1
NC_048075.1,,171,True,104.354,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,249,5.0,Duplodnaviria,Duplodnaviria,,400,5.0,Duplodnaviria,Duplodnaviria,,533,5.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,43.0,224.0,1,1
NC_048076.1,,52,True,42.33,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,220,25.0,Duplodnaviria,Duplodnaviria,,345,25.0,Duplodnaviria,Duplodnaviria,,455,23.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,1
NC_048077.1,,321,True,255.356,1,5018.0,Duplodnaviria,Duplodnaviria,,108,20.0,Duplodnaviria,Duplodnaviria,,311,18.0,Duplodnaviria,Duplodnaviria,,504,18.0,Duplodnaviria,Duplodnaviria,,676,18.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,27.0,164.0,2,1
NC_048078.1,,44,True,39.266,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,10,1
NC_048079.1,,44,True,39.551,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,10,1
NC_048080.1,,160,True,102.789,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,249,5.0,Duplodnaviria,Duplodnaviria,,400,5.0,Duplodnaviria,Duplodnaviria,,533,5.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,43.0,224.0,1,1
NC_048081.1,,53,True,42.067,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,220,25.0,Duplodnaviria,Duplodnaviria,,345,25.0,Duplodnaviria,Duplodnaviria,,455,23.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,1
NC_048082.1,,46,True,38.396,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,10,1
NC_048083.1,,104,True,56.214,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,54.0,13,71
NC_048084.1,,170,True,137.973,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,181,17.0,Duplodnaviria,Duplodnaviria,,240,14.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,33.0,180.0,4,30
NC_048085.1,,172,True,140.527,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,181,17.0,Duplodnaviria,Duplodnaviria,,240,14.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,33.0,180.0,4,30
NC_048086.1,,148,True,104.41,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,635,4.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,2,114
NC_048087.1,,191,True,152.77,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,3,298.0,Duplodnaviria,Duplodnaviria,,251,26.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,33.0,179.0,4,19
NC_048088.1,,75,True,48.195,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,13,11
NC_048089.1,,161,True,114.275,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048090.1,,68,True,39.928,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,34,32.0,Duplodnaviria,Duplodnaviria,,56,32.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,9.0,1,57
NC_048091.1,,71,True,43.113,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,36,32.0,Duplodnaviria,Duplodnaviria,,60,26.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,18.0,4,53
NC_048092.1,,70,True,43.706,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,36,32.0,Duplodnaviria,Duplodnaviria,,60,26.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,18.0,4,53
NC_048093.1,,72,True,42.577,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,40,18.0,Duplodnaviria,Duplodnaviria,,67,18.0,Duplodnaviria,Duplodnaviria,,100,17.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,10.0,3,1
NC_048094.1,,63,True,41.165,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,36,32.0,Duplodnaviria,Duplodnaviria,,60,26.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,18.0,4,53
NC_048095.1,,72,True,43.44,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,36,32.0,Duplodnaviria,Duplodnaviria,,60,26.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,18.0,4,53
NC_048096.1,,68,True,44.103,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,36,32.0,Duplodnaviria,Duplodnaviria,,60,26.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,18.0,4,53
NC_048097.1,,68,True,43.206,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,40,18.0,Duplodnaviria,Duplodnaviria,,67,18.0,Duplodnaviria,Duplodnaviria,,100,17.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,10.0,2,1
NC_048098.1,,71,True,38.802,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,36,32.0,Duplodnaviria,Duplodnaviria,,624,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,9.0,3,59
NC_048099.1,,72,True,38.317,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,36,32.0,Duplodnaviria,Duplodnaviria,,624,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,9.0,2,59
NC_048100.1,,75,True,38.449,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,36,32.0,Duplodnaviria,Duplodnaviria,,624,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,9.0,2,59
NC_048101.1,,62,True,42.363,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,535,1.0,Duplodnaviria,Duplodnaviria,,721,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,14.0,79.0,0,9
NC_048102.1,,195,True,158.485,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,1,77.0,Duplodnaviria,Duplodnaviria,,1,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,215.0,24,63
NC_048103.1,,60,True,44.716,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,242,46.0,Duplodnaviria,Duplodnaviria,,326,37.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,2,3
NC_048104.1,,87,True,72.362,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,404,2.0,Duplodnaviria,Duplodnaviria,,537,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,29.0,169.0,1,28
NC_048105.1,,49,True,39.688,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,9,1
NC_048106.1,,178,True,139.069,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,536,1.0,Duplodnaviria,Duplodnaviria,,722,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,49.0,245.0,0,68
NC_048107.1,,21,True,17.7,25,39.0,Duplodnaviria,Duplodnaviria,,31,37.0,Duplodnaviria,Duplodnaviria,,59,22.0,Duplodnaviria,Duplodnaviria,,97,22.0,Duplodnaviria,Duplodnaviria,,139,18.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,1,1
NC_048108.1,,44,True,39.648,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,9,1
NC_048109.1,,49,True,37.152,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,182,3.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,1,25
NC_048110.1,,172,True,111.851,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048111.1,,48,True,41.823,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,102,15.0,Duplodnaviria,Duplodnaviria,,143,15.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,338.0,3,1
NC_048112.1,,63,True,42.042,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,307,6.0,Duplodnaviria,Duplodnaviria,,500,6.0,Duplodnaviria,Duplodnaviria,,718,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,289.0,2,1
NC_048113.1,,58,True,41.126,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,307,6.0,Duplodnaviria,Duplodnaviria,,500,6.0,Duplodnaviria,Duplodnaviria,,670,4.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,289.0,1,1
NC_048114.1,,42,True,40.539,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,11,1
NC_048115.1,,69,True,45.803,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,40,18.0,Duplodnaviria,Duplodnaviria,,67,18.0,Duplodnaviria,Duplodnaviria,,100,17.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,10.0,5,1
NC_048116.1,,56,True,43.31,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,242,46.0,Duplodnaviria,Duplodnaviria,,326,37.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,3
NC_048117.1,,55,True,44.013,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,242,46.0,Duplodnaviria,Duplodnaviria,,326,37.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,3
NC_048118.1,,53,True,43.402,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,242,46.0,Duplodnaviria,Duplodnaviria,,326,37.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,3
NC_048119.1,,55,True,43.825,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,242,46.0,Duplodnaviria,Duplodnaviria,,326,37.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,3
NC_048120.1,,54,True,43.724,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,242,46.0,Duplodnaviria,Duplodnaviria,,326,37.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,3
NC_048121.1,,85,True,72.29,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,329,6.0,Duplodnaviria,Duplodnaviria,,537,6.0,Duplodnaviria,Duplodnaviria,,723,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,1
NC_048122.1,,86,True,72.305,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,329,6.0,Duplodnaviria,Duplodnaviria,,537,6.0,Duplodnaviria,Duplodnaviria,,723,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,1
NC_048123.1,,55,True,44.168,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,330,1.0,Duplodnaviria,Duplodnaviria,,538,1.0,Duplodnaviria,Duplodnaviria,,724,1.0,Duplodnaviria,Duplodnaviria,edgeless,Duplodnaviria,reference,67.0,338.0,0,0
NC_048124.1,,85,True,71.915,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,329,6.0,Duplodnaviria,Duplodnaviria,,537,6.0,Duplodnaviria,Duplodnaviria,,723,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,1
NC_048125.1,,82,True,71.992,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,329,6.0,Duplodnaviria,Duplodnaviria,,537,6.0,Duplodnaviria,Duplodnaviria,,723,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,1
NC_048126.1,,74,True,49.861,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,4,11
NC_048127.1,,54,True,31.324,12,48.0,Adnaviria,Adnaviria,,14,37.0,Adnaviria,Adnaviria,,25,35.0,Adnaviria,Adnaviria,,539,1.0,,No prediction,,725,1.0,,No prediction,,Adnaviria,reference,2.0,3.0,4.0,
NC_048128.1,,68,True,38.091,115,2.0,Adnaviria,Adnaviria,,14,37.0,Adnaviria,Adnaviria,,328,2.0,Adnaviria,Adnaviria,,532,2.0,Adnaviria,Adnaviria,,715,2.0,Adnaviria,Adnaviria,,Adnaviria,reference,1.0,1.0,1.0,
NC_048129.1,,22,True,40.236,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,11,1
NC_048130.1,,20,True,41.219,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,11,1
NC_048131.1,,24,True,41.059,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,11,1
NC_048132.1,,89,True,50.91,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,14,11
NC_048133.1,,29,True,30.791,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,102,15.0,Duplodnaviria,Duplodnaviria,,143,15.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,338.0,5,1
NC_048134.1,,105,True,142.567,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,181,17.0,Duplodnaviria,Duplodnaviria,,240,14.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,33.0,180.0,4,30
NC_048135.1,,48,True,39.767,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,1,1
NC_048136.1,,50,True,39.793,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,1,1
NC_048137.1,,92,True,51.17,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,6,11
NC_048138.1,,42,True,40.352,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,11,1
NC_048139.1,,124,True,83.219,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,14,17.0,Duplodnaviria,Duplodnaviria,,540,1.0,Duplodnaviria,Duplodnaviria,,726,1.0,Duplodnaviria,Duplodnaviria,edgeless,Duplodnaviria,reference,14.0,82.0,0,2
NC_048140.1,,56,True,36.776,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,36,32.0,Duplodnaviria,Duplodnaviria,,60,26.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,18.0,3,54
NC_048141.1,,98,True,53.215,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,54.0,13,71
NC_048142.1,,42,True,40.898,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,220,25.0,Duplodnaviria,Duplodnaviria,,345,25.0,Duplodnaviria,Duplodnaviria,,455,23.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,1
NC_048143.1,,76,True,49.106,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,4,11
NC_048144.1,,55,True,38.82,105,11.0,Duplodnaviria,Duplodnaviria,,164,11.0,Duplodnaviria,Duplodnaviria,,297,11.0,Duplodnaviria,Duplodnaviria,,488,11.0,Duplodnaviria,Duplodnaviria,,655,11.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,3,1
NC_048145.1,,158,True,110.377,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048146.1,,99,True,55.119,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,54.0,13,71
NC_048147.1,,81,True,61.83,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,118,48.0,Duplodnaviria,Duplodnaviria,,192,48.0,Duplodnaviria,Duplodnaviria,,702,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,45.0,238.0,1,1
NC_048148.1,,52,True,41.024,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,242,46.0,Duplodnaviria,Duplodnaviria,,547,3.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,2,3
