combined	MP_ATCC35311___MP_ATCC35311___Typical	GCA_003966875___DAT561___Atypical	GCA_025728595___2020OR4___Atypical	GCA_025728615___2020OR23___Atypical	GCA_049529675___23_AG_1_325___Atypical	GCA_049529995___22_K_0_S31_1___Atypical	GCA_049530615___22_A_4_06___Atypical	GCA_051488205___2020OR6___Atypical	GCA_001047445___90___Typical	GCA_025728635___2020AB19___Atypical	GCA_025728695___2020BC9___Atypical	GCA_049529775___22_X_1_04___Atypical	GCA_049530795___21_G_3_02___Atypical	GCA_051487725___2020UT9___Atypical	GCA_051487745___2020UT13___Atypical	GCA_051487805___2021SK14___Atypical	MP_BCQMy204___MP_BCQMy204___Atypical	MP_BCQMy205___MP_BCQMy205___Atypical	MP_BCQMy206___MP_BCQMy206___Atypical	MP_BCQMy223___MP_BCQMy223___Atypical	MP_BCQMy224___MP_BCQMy224___Atypical	MP_BCQMy225___MP_BCQMy225___Atypical	GCA_001047515___119___Typical	GCA_004001205___DAT585___Typical	GCA_000747585___S1___Typical	GCA_001047395___49.3___Typical	GCA_001047435___765-6B___Typical	GCA_001047465___764-5B___Typical	GCA_004001225___DAT606___Typical	GCA_009731445___DAT1033___Typical	GCA_001047595___82___Typical	GCA_025728675___2020SK1___Atypical	GCA_049529835___22_O_146___Typical	GCA_001047405___B5___Typical	GCA_001047455___21.1___Typical	GCA_001047525___H6___Typical	GCA_001047545___60___Typical	GCA_001047555___L9___Typical
group_3943___Site-specific DNA recombinase SpoIVCA/DNA invertase PinE___COG1961___COG___NA	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4000___Hypothetical___NA___NA___NA	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4001___Hypothetical___NA___NA___NA	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4028___Hypothetical___NA___NA___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4029___Hypothetical___NA___NA___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4071___transcriptional activator___phrog_248___PHROG___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4075___phage protein, HK97 gp10 family___TIGR01725___TIGRFAM___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4122___minor head protein___phrog_6042___PHROG___NA	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4128___Hypothetical___NA___NA___NA	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4141___Hypothetical___NA___NA___NA	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4165___Hypothetical___NA___NA___vMP2	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
group_4171___Hypothetical___NA___NA___vMP2	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
group_4173___Hypothetical___NA___NA___NA	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4187___Hypothetical___NA___NA___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4194___Uncharacterized immunity region protein 2___VOG38758___VOG___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4198___Hypothetical___NA___NA___NA	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4199___Hypothetical___NA___NA___NA	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4200___Hypothetical___NA___NA___NA	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4202___Hypothetical___NA___NA___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4203___Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family___COG1724___COG___NA	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4206___HNH endonuclease___phrog_144___PHROG___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4207___head closure Hc1___pVOG0205___PVOG___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4224___major tail protein___phrog_238___PHROG___NA	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4226___tail terminator___phrog_176___PHROG___NA	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4227___minor head protein___phrog_348___PHROG___NA	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4231___head-tail adaptor___phrog_4014___PHROG___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4233___Hypothetical___NA___NA___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4234___Hypothetical___NA___NA___NA	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4235___Exodeoxyribonuclease WalJ___VOG03679___VOG___NA	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4236___Hypothetical___NA___NA___vMP2	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4254___Hypothetical___NA___NA___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4256___tail fiber protein___phrog_7389___PHROG___NA	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4264___holin___phrog_689___PHROG___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4265___endolysin___phrog_291___PHROG___vMP2	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4267___Hypothetical___NA___NA___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4269___Anti-repressor___VOG66140___VOG___vMP2	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4271___transcriptional regulator___phrog_2439___PHROG___vMP2	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4281___Hypothetical___NA___NA___vMP2	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4327___tail protein with endopeptidase domain___phrog_326___PHROG___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4328___Tail length tape measure protein___VOG13845___VOG___vMP2	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_4334___Phage tail assembly chaperone protein, TAC___PF12363___PFAM___NA	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4335___Minor head protein___VOG62698___VOG___NA	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4418___tail length tape measure protein___phrog_991___PHROG___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4419___tail protein___phrog_11502___PHROG___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4420___minor head protein___phrog_1067___PHROG___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4538___Hypothetical___NA___NA___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4539___DNA helicase___phrog_62___PHROG___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4557___DNA polymerase___phrog_1252___PHROG___NA	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4605___portal protein___phrog_64___PHROG___NA	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4606___terminase small subunit___phrog_51___PHROG___NA	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4665___Predicted phage phi-C31 gp36 major capsid-like protein___COG4653___COG___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4945___Hypothetical___NA___NA___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4974___anti-repressor Ant___phrog_130___PHROG___NA	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_4982___Hypothetical___NA___NA___vMP2	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
group_4994___Putative cI-like repressor___VOG60786___VOG___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4995___superinfection exclusion___phrog_4980___PHROG___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4996___Hypothetical___NA___NA___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4998___toxin-antitoxin system HicB-like___phrog_497___PHROG___NA	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_4999___conserved hypothetical integral membrane protein___TIGR03766___TIGRFAM___NA	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5000___DUF2513 domain-containing protein___VOG26634___VOG___NA	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5009___transcriptional regulator___phrog_633___PHROG___NA	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5010___Hypothetical___NA___NA___NA	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5023___Hypothetical___NA___NA___NA	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5034___Hypothetical___NA___NA___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5043___Hypothetical___NA___NA___vMP2	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5062___Hypothetical___NA___NA___vMP3	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5063___Hypothetical___NA___NA___vMP3	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5064___Hypothetical___NA___NA___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5066___minor tail protein___pVOG0727___PVOG___NA	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5121___transcriptional repressor___phrog_4___PHROG___NA	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5122___Hypothetical___NA___NA___vMP2	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
group_5123___Hypothetical___NA___NA___vMP2	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
group_5124___Hypothetical___NA___NA___vMP3	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5126___Hypothetical___NA___NA___NA	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5128___major tail protein___phrog_88___PHROG___vMP2	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5141___Hypothetical___NA___NA___vMP3	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5155___Hypothetical___NA___NA___NA	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5156___Hypothetical___NA___NA___vMP2	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
group_5162___Putative phage holin Dp-1___PF16938___PFAM___vMP3	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5163___Hypothetical___NA___NA___NA	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5164___Bacteriophage peptidoglycan hydrolase___PF05382___PFAM___vMP3	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5165___Cna protein B-type domain___PF05738___PFAM___NA	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5178___Hypothetical___NA___NA___NA	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5180___Hypothetical___NA___NA___NA	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5200___Putative phage holin Dp-1___PF16938___PFAM___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5206___Hypothetical___NA___NA___NA	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5213___major head protein___phrog_10___PHROG___vMP2	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5220___Hypothetical___NA___NA___vMP2	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5240___phage transcriptional regulator, RinA family___TIGR01636___TIGRFAM___NA	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5246___Hypothetical___NA___NA___vMP2	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
group_5264___portal protein___phrog_12___PHROG___vMP2	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5272___Hypothetical___NA___NA___NA	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5310___Bacteriophage peptidoglycan hydrolase___PF05382___PFAM___NA	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5329___Tail family protein___VOG03980___VOG___vMP2	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5331___Phage-related protein YomH___COG4722___COG___vMP3	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5359___Hypothetical___NA___NA___NA	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5369___holin___phrog_689___PHROG___vMP3	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5370___Head-tail adaptor Ad1___VOG33052___VOG___vMP2	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
group_5375___Putative phage holin Dp-1___PF16938___PFAM___NA	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5402___DnaD-like helicase loader___phrog_2514___PHROG___vMP2	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
group_5410___Phage terminase-like protein, large subunit, contains N-terminal HTH domain___COG4626___COG___vMP2	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
group_5431___Hypothetical___NA___NA___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5432___Hypothetical___NA___NA___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5433___Head-tail adaptor Ad1___VOG33052___VOG___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5455___transcriptional repressor___phrog_3___PHROG___vMP2	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5537___major tail protein___phrog_88___PHROG___vMP2	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
group_5580___anti-repressor___phrog_9438___PHROG___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5582___Hypothetical___NA___NA___NA	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5583___Hypothetical___NA___NA___NA	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5584___Hypothetical___NA___NA___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5589___Hypothetical___NA___NA___NA	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5591___Hypothetical___NA___NA___NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5592___Hypothetical___NA___NA___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5596___Hypothetical___NA___NA___NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5597___Tail family protein___VOG03980___VOG___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5598___Tail length tape measure protein___VOG13845___VOG___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5599___integrase___phrog_95___PHROG___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5600___Hypothetical___NA___NA___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5601___Hypothetical___NA___NA___NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5602___Recombinase Flp protein___PF05202___PFAM___NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5603___Hypothetical___NA___NA___NA	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5604___Yeast trans-acting factor (REP1/REP2)___PF05797___PFAM___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5605___Hypothetical___NA___NA___NA	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
group_5606___Hypothetical___NA___NA___NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5607___Hypothetical___NA___NA___NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5608___minor head protein___phrog_6042___PHROG___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5609___integrase___phrog_95___PHROG___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5610___Hypothetical___NA___NA___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
group_5611___General stress protein YciG, contains tandem KGG domains___COG3729___COG___NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
